ID	Taxonomy	16S-Behnsen-MY-1	16S-Behnsen-MY-10	16S-Behnsen-MY-11	16S-Behnsen-MY-12	16S-Behnsen-MY-13	16S-Behnsen-MY-14	16S-Behnsen-MY-15	16S-Behnsen-MY-16	16S-Behnsen-MY-17	16S-Behnsen-MY-18	16S-Behnsen-MY-19	16S-Behnsen-MY-2	16S-Behnsen-MY-20	16S-Behnsen-MY-21	16S-Behnsen-MY-22	16S-Behnsen-MY-23	16S-Behnsen-MY-24	16S-Behnsen-MY-25	16S-Behnsen-MY-26	16S-Behnsen-MY-27	16S-Behnsen-MY-28	16S-Behnsen-MY-29	16S-Behnsen-MY-3	16S-Behnsen-MY-30	16S-Behnsen-MY-31	16S-Behnsen-MY-32	16S-Behnsen-MY-33	16S-Behnsen-MY-34	16S-Behnsen-MY-35	16S-Behnsen-MY-36	16S-Behnsen-MY-37	16S-Behnsen-MY-38	16S-Behnsen-MY-39	16S-Behnsen-MY-4	16S-Behnsen-MY-40	16S-Behnsen-MY-41	16S-Behnsen-MY-42	16S-Behnsen-MY-43	16S-Behnsen-MY-44	16S-Behnsen-MY-45	16S-Behnsen-MY-46	16S-Behnsen-MY-47	16S-Behnsen-MY-48	16S-Behnsen-MY-49	16S-Behnsen-MY-5	16S-Behnsen-MY-50	16S-Behnsen-MY-51	16S-Behnsen-MY-52	16S-Behnsen-MY-53	16S-Behnsen-MY-54	16S-Behnsen-MY-55	16S-Behnsen-MY-56	16S-Behnsen-MY-57	16S-Behnsen-MY-58	16S-Behnsen-MY-59	16S-Behnsen-MY-6	16S-Behnsen-MY-60	16S-Behnsen-MY-61	16S-Behnsen-MY-62	16S-Behnsen-MY-63	16S-Behnsen-MY-64	16S-Behnsen-MY-65	16S-Behnsen-MY-66	16S-Behnsen-MY-67	16S-Behnsen-MY-68	16S-Behnsen-MY-69	16S-Behnsen-MY-7	16S-Behnsen-MY-8	16S-Behnsen-MY-9	16S-Negative-Control-sample2	16S-Negative-Ctrl-2-Underhill	16S-Positive-Ctrl-2-Underhill
ASV 1377	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1378	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae UCG-001 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1379	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1380	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1381	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelatoclostridiaceae ; g__ Erysipelatoclostridium ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1382	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Streptococcaceae ; g__ Streptococcus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1383	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; g__ Anaerotruncus ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1384	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ASV 1385	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1386	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	3	0
ASV 1387	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1388	k__Bacteria ; p__ Proteobacteria ; c__ Alphaproteobacteria ; o__ Rickettsiales ; f__ Mitochondria ; f__ Mitochondria ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1389	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Lactobacillales ; f__ Lactobacillaceae ; g__ Lactobacillus ; s__ fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV 1390	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; g__ Harryflintia ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1391	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
ASV 1392	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; f__ Ruminococcaceae ; s__ NA	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1393	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 1394	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ Erysipelotrichales ; f__ Erysipelotrichaceae ; f__ Erysipelotrichaceae ; s__ NA	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ASV 1395	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
ASV 1396	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	2	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1397	k__Bacteria ; p__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; s__ NA	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1398	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV 1399	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; c__ Clostridia ; c__ Clostridia ; c__ Clostridia ; s__ NA	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1400	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ASV 1401	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptostreptococcales-Tissierellales ; f__ Anaerovoracaceae ; g__ Anaerovorax ; s__ NA	0	0	0	1	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1402	k__Bacteria ; p__ Proteobacteria ; c__ Gammaproteobacteria ; o__ Burkholderiales ; f__ Sutterellaceae ; g__ Parasutterella ; s__ NA	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1403	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1404	k__Bacteria ; p__ Proteobacteria ; c__ Alphaproteobacteria ; o__ Rickettsiales ; f__ Mitochondria ; f__ Mitochondria ; s__ NA	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1405	k__Bacteria ; p__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; s__ NA	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1406	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ RF39 ; o__ RF39 ; o__ RF39 ; s__ NA	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1407	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ UCG-010 ; f__ UCG-010 ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1408	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1409	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Peptococcales ; f__ Peptococcaceae ; f__ Peptococcaceae ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1410	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; g__ Lachnospiraceae NK4A136 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1411	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1412	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV 1413	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1414	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1415	k__Bacteria ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0
ASV 1416	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV 1417	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1418	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1419	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1420	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1421	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 1422	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1423	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Lachnospirales ; f__ Lachnospiraceae ; f__ Lachnospiraceae ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1424	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; f__ Oscillospiraceae ; s__ NA	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV 1425	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0
ASV 1426	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Ruminococcaceae ; f__ Ruminococcaceae ; s__ NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV 1427	k__Bacteria ; p__ Firmicutes ; c__ Bacilli ; o__ RF39 ; o__ RF39 ; o__ RF39 ; s__ NA	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1428	k__NA ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ASV 1429	k__Eukaryota ; p__ NA ; c__ NA ; o__ NA ; f__ NA ; g__ NA ; s__ NA	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1430	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1431	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; o__ Clostridia vadinBB60 group ; s__ NA	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1432	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; o__ Clostridia UCG-014 ; s__ NA	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1433	k__Bacteria ; p__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; c__ Firmicutes ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ASV 1434	k__Bacteria ; p__ Firmicutes ; c__ Clostridia ; o__ Oscillospirales ; f__ Oscillospiraceae ; g__ Oscillibacter ; s__ NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
